date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:12%20GMT	https://oneopen7.com/cards/fonts/glyphicons-halflings-regular.ttf	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/fonts/glyphicons-halflings-regular.ttf	(from https://oneopen7.com/cards/css/themes.css?v=1)
19:28:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:12%20GMT	https://oneopen7.com/cards/fonts/glyphicons-halflings-regular.svg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/fonts/glyphicons-halflings-regular.svg	(from https://oneopen7.com/cards/css/themes.css?v=1)
19:28:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:13%20GMT	https://oneopen7.com/cards/images/login_cover.jpg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/images/login_cover.jpg	(from https://oneopen7.com/cards/css/themes.css?v=1)
19:28:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:13%20GMT	https://oneopen7.com/cards/css/owl.video.play.png	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/owl.video.play.png	(from https://oneopen7.com/cards/css/themes.css?v=1)
19:28:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:13%20GMT	https://oneopen7.com/cards/css/ajax-loader.gif	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/ajax-loader.gif	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:14%20GMT	https://oneopen7.com/cards/css/fonts/slick.eot	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/fonts/slick.eot	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:14%20GMT	https://oneopen7.com/cards/css/fonts/slick.eot?	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/fonts/slickd41d.eot	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:14%20GMT	https://oneopen7.com/cards/css/fonts/slick.woff	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/fonts/slick.woff	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:14%20GMT	https://oneopen7.com/cards/css/fonts/slick.ttf	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/fonts/slick.ttf	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:15%20GMT	https://oneopen7.com/cards/css/fonts/slick.svg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/css/fonts/slick.svg	(from https://oneopen7.com/cards/css/slick-theme.css)
19:28:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:15%20GMT	https://oneopen7.com/cards/images/dropdown-arrow.svg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/images/dropdown-arrow.svg	(from https://oneopen7.com/cards/css/main.css)
19:28:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:15%20GMT	https://oneopen7.com/cards/images/quote.svg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/images/quote.svg	(from https://oneopen7.com/cards/css/main.css)
19:28:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:15%20GMT	https://oneopen7.com/cards/images/hot.svg	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/cards/images/hot.svg	(from https://oneopen7.com/cards/css/main.css)
19:28:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2017:23:16%20GMT	https://oneopen7.com/default/assets/images/avatar_male.png	C:/Users/adelawad/Desktop/myNewWebsite/oneopen7.com/default/assets/images/avatar_male.png	(from https://oneopen7.com/cards/css/main.css)
